geo_accession,split,species
GSM981305,TRAIN,MOUSE
GSM995535,TRAIN,MOUSE
GSM1005073,TRAIN,MOUSE
GSM1012797,TRAIN,MOUSE
GSM1020649,TRAIN,MOUSE
GSM1020657,TRAIN,MOUSE
GSM1029414,TRAIN,MOUSE
GSM1036132,TRAIN,MOUSE
GSM1038110,TRAIN,MOUSE
GSM1061147,TRAIN,MOUSE
GSM1063327,TRAIN,MOUSE
GSM1080195,TRAIN,MOUSE
GSM1080199,TRAIN,MOUSE
GSM1080205,TRAIN,MOUSE
GSM1088432,TRAIN,MOUSE
GSM1088643,TRAIN,MOUSE
GSM1088722,TRAIN,MOUSE
GSM1097466,TRAIN,MOUSE
GSM1098177,TRAIN,MOUSE
GSM1100026,TRAIN,MOUSE
GSM1100750,TRAIN,MOUSE
GSM1103007,TRAIN,MOUSE
GSM1111366,TRAIN,MOUSE
GSM1112547,TRAIN,MOUSE
GSM1112553,TRAIN,MOUSE
GSM1112686,TRAIN,MOUSE
GSM1118057,TRAIN,MOUSE
GSM1118084,TRAIN,MOUSE
GSM1118096,TRAIN,MOUSE
GSM1118163,TRAIN,MOUSE
GSM1118167,TRAIN,MOUSE
GSM1118207,TRAIN,MOUSE
GSM1119395,TRAIN,MOUSE
GSM1119434,TRAIN,MOUSE
GSM1119435,TRAIN,MOUSE
GSM1119488,TRAIN,MOUSE
GSM1119846,TRAIN,MOUSE
GSM1119900,TRAIN,MOUSE
GSM1119909,TRAIN,MOUSE
GSM1119984,TRAIN,MOUSE
GSM1120657,TRAIN,MOUSE
GSM1120686,TRAIN,MOUSE
GSM1120702,TRAIN,MOUSE
GSM1120776,TRAIN,MOUSE
GSM1121008,TRAIN,MOUSE
GSM1121758,TRAIN,MOUSE
GSM1130097,TRAIN,MOUSE
GSM1130103,TRAIN,MOUSE
GSM1143035,TRAIN,MOUSE
GSM1148267,TRAIN,MOUSE
GSM1155185,TRAIN,MOUSE
GSM1161947,TRAIN,MOUSE
GSM1166235,TRAIN,MOUSE
GSM1167565,TRAIN,MOUSE
GSM1192498,TRAIN,MOUSE
GSM1192500,TRAIN,MOUSE
GSM1193799,TRAIN,MOUSE
GSM1198169,TRAIN,MOUSE
GSM1202232,TRAIN,MOUSE
GSM1208176,TRAIN,MOUSE
GSM1227007,TRAIN,MOUSE
GSM1227460,TRAIN,MOUSE
GSM1229987,TRAIN,MOUSE
GSM1231199,TRAIN,MOUSE
GSM1232116,TRAIN,MOUSE
GSM1232688,TRAIN,MOUSE
GSM1249443,TRAIN,MOUSE
GSM1257554,TRAIN,MOUSE
GSM1261655,TRAIN,MOUSE
GSM1272809,TRAIN,MOUSE
GSM1276440,TRAIN,MOUSE
GSM1278036,TRAIN,MOUSE
GSM1279696,TRAIN,MOUSE
GSM1281678,TRAIN,MOUSE
GSM1283031,TRAIN,MOUSE
GSM1286171,TRAIN,MOUSE
GSM1290520,TRAIN,MOUSE
GSM1290887,TRAIN,MOUSE
GSM1295648,TRAIN,MOUSE
GSM1299886,TRAIN,MOUSE
GSM1300762,TRAIN,MOUSE
GSM1300767,TRAIN,MOUSE
GSM1308215,TRAIN,MOUSE
GSM1319589,TRAIN,MOUSE
GSM1323964,TRAIN,MOUSE
GSM1325242,TRAIN,MOUSE
GSM1331272,TRAIN,MOUSE
GSM1333715,TRAIN,MOUSE
GSM1340629,TRAIN,MOUSE
GSM1346115,TRAIN,MOUSE
GSM1346120,TRAIN,MOUSE
GSM1359263,TRAIN,MOUSE
GSM1359959,TRAIN,MOUSE
GSM1361881,TRAIN,MOUSE
GSM1366902,TRAIN,MOUSE
GSM1370716,TRAIN,MOUSE
GSM1375984,TRAIN,MOUSE
GSM1377137,TRAIN,MOUSE
GSM1377867,TRAIN,MOUSE
GSM1384075,TRAIN,MOUSE
GSM1385051,TRAIN,MOUSE
GSM1385936,TRAIN,MOUSE
GSM1388411,TRAIN,MOUSE
GSM1389744,TRAIN,MOUSE
GSM1399382,TRAIN,MOUSE
GSM1400571,TRAIN,MOUSE
GSM1400580,TRAIN,MOUSE
GSM1403295,TRAIN,MOUSE
GSM1405841,TRAIN,MOUSE
GSM1407416,TRAIN,MOUSE
GSM1411975,TRAIN,MOUSE
GSM1411976,TRAIN,MOUSE
GSM1412090,TRAIN,MOUSE
GSM1412782,TRAIN,MOUSE
GSM1412845,TRAIN,MOUSE
GSM1412953,TRAIN,MOUSE
GSM1419020,TRAIN,MOUSE
GSM1419026,TRAIN,MOUSE
GSM1432733,TRAIN,MOUSE
GSM1436014,TRAIN,MOUSE
GSM1447124,TRAIN,MOUSE
GSM1448822,TRAIN,MOUSE
GSM1448846,TRAIN,MOUSE
GSM1464536,TRAIN,MOUSE
GSM1466900,TRAIN,MOUSE
GSM1466904,TRAIN,MOUSE
GSM1467262,TRAIN,MOUSE
GSM1477425,TRAIN,MOUSE
GSM1479217,TRAIN,MOUSE
GSM1479359,TRAIN,MOUSE
GSM1493969,TRAIN,MOUSE
GSM1499148,TRAIN,MOUSE
GSM1502770,TRAIN,MOUSE
GSM1506069,TRAIN,MOUSE
GSM1511672,TRAIN,MOUSE
GSM1517299,TRAIN,MOUSE
GSM1517797,TRAIN,MOUSE
GSM1518020,TRAIN,MOUSE
GSM1518048,TRAIN,MOUSE
GSM1521453,TRAIN,MOUSE
GSM1521461,TRAIN,MOUSE
GSM1529542,TRAIN,MOUSE
GSM1530702,TRAIN,MOUSE
GSM1531759,TRAIN,MOUSE
GSM1531899,TRAIN,MOUSE
GSM1533053,TRAIN,MOUSE
GSM1535950,TRAIN,MOUSE
GSM1537356,TRAIN,MOUSE
GSM1537365,TRAIN,MOUSE
GSM1537403,TRAIN,MOUSE
GSM1537417,TRAIN,MOUSE
GSM1542154,TRAIN,MOUSE
GSM1543472,TRAIN,MOUSE
GSM1543475,TRAIN,MOUSE
GSM1543484,TRAIN,MOUSE
GSM1544355,TRAIN,MOUSE
GSM1545635,TRAIN,MOUSE
GSM1545651,TRAIN,MOUSE
GSM1547638,TRAIN,MOUSE
GSM1551080,TRAIN,MOUSE
GSM1552894,TRAIN,MOUSE
GSM1556740,TRAIN,MOUSE
GSM1557902,TRAIN,MOUSE
GSM1557964,TRAIN,MOUSE
GSM1558002,TRAIN,MOUSE
GSM1561040,TRAIN,MOUSE
GSM1564183,TRAIN,MOUSE
GSM1570774,TRAIN,MOUSE
GSM1572322,TRAIN,MOUSE
GSM1575423,TRAIN,MOUSE
GSM1587973,TRAIN,MOUSE
GSM1589578,TRAIN,MOUSE
GSM1595698,TRAIN,MOUSE
GSM1597978,TRAIN,MOUSE
GSM1598914,TRAIN,MOUSE
GSM1599828,TRAIN,MOUSE
GSM1601753,TRAIN,MOUSE
GSM1601764,TRAIN,MOUSE
GSM1601787,TRAIN,MOUSE
GSM1602300,TRAIN,MOUSE
GSM1602677,TRAIN,MOUSE
GSM1603283,TRAIN,MOUSE
GSM1605129,TRAIN,MOUSE
GSM1605132,TRAIN,MOUSE
GSM1605369,TRAIN,MOUSE
GSM1605380,TRAIN,MOUSE
GSM1605400,TRAIN,MOUSE
GSM1605848,TRAIN,MOUSE
GSM1605858,TRAIN,MOUSE
GSM1605942,TRAIN,MOUSE
GSM1605971,TRAIN,MOUSE
GSM1606003,TRAIN,MOUSE
GSM1606070,TRAIN,MOUSE
GSM1611143,TRAIN,MOUSE
GSM1611193,TRAIN,MOUSE
GSM1611216,TRAIN,MOUSE
GSM1611228,TRAIN,MOUSE
GSM1611255,TRAIN,MOUSE
GSM1611263,TRAIN,MOUSE
GSM1613537,TRAIN,MOUSE
GSM1613541,TRAIN,MOUSE
GSM1613544,TRAIN,MOUSE
GSM1614837,TRAIN,MOUSE
GSM1615618,TRAIN,MOUSE
GSM1617053,TRAIN,MOUSE
GSM1622932,TRAIN,MOUSE
GSM1623197,TRAIN,MOUSE
GSM1625861,TRAIN,MOUSE
GSM1633581,TRAIN,MOUSE
GSM1633667,TRAIN,MOUSE
GSM1635088,TRAIN,MOUSE
GSM1635948,TRAIN,MOUSE
GSM1639887,TRAIN,MOUSE
GSM1643283,TRAIN,MOUSE
GSM1644089,TRAIN,MOUSE
GSM1644112,TRAIN,MOUSE
GSM1645465,TRAIN,MOUSE
GSM1645644,TRAIN,MOUSE
GSM1646352,TRAIN,MOUSE
GSM1648489,TRAIN,MOUSE
GSM1649842,TRAIN,MOUSE
GSM1651921,TRAIN,MOUSE
GSM1652649,TRAIN,MOUSE
GSM1652935,TRAIN,MOUSE
GSM1653253,TRAIN,MOUSE
GSM1654313,TRAIN,MOUSE
GSM1656713,TRAIN,MOUSE
GSM1656997,TRAIN,MOUSE
GSM1657373,TRAIN,MOUSE
GSM1664576,TRAIN,MOUSE
GSM1666882,TRAIN,MOUSE
GSM1666914,TRAIN,MOUSE
GSM1667001,TRAIN,MOUSE
GSM1667014,TRAIN,MOUSE
GSM1668335,TRAIN,MOUSE
GSM1674095,TRAIN,MOUSE
GSM1677147,TRAIN,MOUSE
GSM1681444,TRAIN,MOUSE
GSM1681446,TRAIN,MOUSE
GSM1686470,TRAIN,MOUSE
GSM1696063,TRAIN,MOUSE
GSM1697579,TRAIN,MOUSE
GSM1700805,TRAIN,MOUSE
GSM1701767,TRAIN,MOUSE
GSM1703876,TRAIN,MOUSE
GSM1707944,TRAIN,MOUSE
GSM1707963,TRAIN,MOUSE
GSM1707978,TRAIN,MOUSE
GSM1707993,TRAIN,MOUSE
GSM1708068,TRAIN,MOUSE
GSM1708771,TRAIN,MOUSE
GSM1709257,TRAIN,MOUSE
GSM1713827,TRAIN,MOUSE
GSM1714371,TRAIN,MOUSE
GSM1714374,TRAIN,MOUSE
GSM1715815,TRAIN,MOUSE
GSM1717410,TRAIN,MOUSE
GSM1722217,TRAIN,MOUSE
GSM1722245,TRAIN,MOUSE
GSM1722280,TRAIN,MOUSE
GSM1722284,TRAIN,MOUSE
GSM1722308,TRAIN,MOUSE
GSM1722356,TRAIN,MOUSE
GSM1722508,TRAIN,MOUSE
GSM1722516,TRAIN,MOUSE
GSM1722539,TRAIN,MOUSE
GSM1722549,TRAIN,MOUSE
GSM1722973,TRAIN,MOUSE
GSM1725714,TRAIN,MOUSE
GSM1725907,TRAIN,MOUSE
GSM1754911,TRAIN,MOUSE
GSM1782682,TRAIN,MOUSE
GSM1782805,TRAIN,MOUSE
GSM1787264,TRAIN,MOUSE
GSM1788721,TRAIN,MOUSE
GSM1788730,TRAIN,MOUSE
GSM1811708,TRAIN,MOUSE
GSM1811716,TRAIN,MOUSE
GSM1819205,TRAIN,MOUSE
GSM1819920,TRAIN,MOUSE
GSM1819981,TRAIN,MOUSE
GSM1823608,TRAIN,MOUSE
GSM1823629,TRAIN,MOUSE
GSM1827981,TRAIN,MOUSE
GSM1828463,TRAIN,MOUSE
GSM1829640,TRAIN,MOUSE
GSM1833644,TRAIN,MOUSE
GSM1834932,TRAIN,MOUSE
GSM1834995,TRAIN,MOUSE
GSM1835004,TRAIN,MOUSE
GSM1835976,TRAIN,MOUSE
GSM1836260,TRAIN,MOUSE
GSM1836365,TRAIN,MOUSE
GSM1836479,TRAIN,MOUSE
GSM1841053,TRAIN,MOUSE
GSM1843525,TRAIN,MOUSE
GSM1844525,TRAIN,MOUSE
GSM1845056,TRAIN,MOUSE
GSM1847089,TRAIN,MOUSE
GSM1847134,TRAIN,MOUSE
GSM1853985,TRAIN,MOUSE
GSM1854058,TRAIN,MOUSE
GSM1855245,TRAIN,MOUSE
GSM1855263,TRAIN,MOUSE
GSM1855284,TRAIN,MOUSE
GSM1858335,TRAIN,MOUSE
GSM1858852,TRAIN,MOUSE
GSM1859235,TRAIN,MOUSE
GSM1859253,TRAIN,MOUSE
GSM1859256,TRAIN,MOUSE
GSM1860531,TRAIN,MOUSE
GSM1860629,TRAIN,MOUSE
GSM1861880,TRAIN,MOUSE
GSM1865772,TRAIN,MOUSE
GSM1865872,TRAIN,MOUSE
GSM1869612,TRAIN,MOUSE
GSM1869732,TRAIN,MOUSE
GSM1869861,TRAIN,MOUSE
GSM1869877,TRAIN,MOUSE
GSM1869911,TRAIN,MOUSE
GSM1873276,TRAIN,MOUSE
GSM1874104,TRAIN,MOUSE
GSM1874210,TRAIN,MOUSE
GSM1874411,TRAIN,MOUSE
GSM1875031,TRAIN,MOUSE
GSM1881450,TRAIN,MOUSE
GSM1888154,TRAIN,MOUSE
GSM1889946,TRAIN,MOUSE
GSM1889948,TRAIN,MOUSE
GSM1893683,TRAIN,MOUSE
GSM1893684,TRAIN,MOUSE
GSM1894175,TRAIN,MOUSE
GSM1895379,TRAIN,MOUSE
GSM1896331,TRAIN,MOUSE
GSM1896339,TRAIN,MOUSE
GSM1896360,TRAIN,MOUSE
GSM1896429,TRAIN,MOUSE
GSM1897968,TRAIN,MOUSE
GSM1898087,TRAIN,MOUSE
GSM1900040,TRAIN,MOUSE
GSM1900654,TRAIN,MOUSE
GSM1902625,TRAIN,MOUSE
GSM1903918,TRAIN,MOUSE
GSM1904069,TRAIN,MOUSE
GSM1905714,TRAIN,MOUSE
GSM1907194,TRAIN,MOUSE
GSM1908981,TRAIN,MOUSE
GSM1908989,TRAIN,MOUSE
GSM1910657,TRAIN,MOUSE
GSM1912171,TRAIN,MOUSE
GSM1912481,TRAIN,MOUSE
GSM1912805,TRAIN,MOUSE
GSM1919042,TRAIN,MOUSE
GSM1919050,TRAIN,MOUSE
GSM1923159,TRAIN,MOUSE
GSM1930269,TRAIN,MOUSE
GSM1930854,TRAIN,MOUSE
GSM1930888,TRAIN,MOUSE
GSM1931659,TRAIN,MOUSE
GSM1939051,TRAIN,MOUSE
GSM1944809,TRAIN,MOUSE
GSM1944810,TRAIN,MOUSE
GSM1944849,TRAIN,MOUSE
GSM1947187,TRAIN,MOUSE
GSM1953875,TRAIN,MOUSE
GSM1954799,TRAIN,MOUSE
GSM1954811,TRAIN,MOUSE
GSM1955040,TRAIN,MOUSE
GSM1955054,TRAIN,MOUSE
GSM1958353,TRAIN,MOUSE
GSM1958374,TRAIN,MOUSE
GSM1959642,TRAIN,MOUSE
GSM1959649,TRAIN,MOUSE
GSM1960239,TRAIN,MOUSE
GSM1961771,TRAIN,MOUSE
GSM1961779,TRAIN,MOUSE
GSM1961920,TRAIN,MOUSE
GSM1964669,TRAIN,MOUSE
GSM1966885,TRAIN,MOUSE
GSM1966950,TRAIN,MOUSE
GSM1967523,TRAIN,MOUSE
GSM1968614,TRAIN,MOUSE
GSM1968960,TRAIN,MOUSE
GSM1969982,TRAIN,MOUSE
GSM1970014,TRAIN,MOUSE
GSM1970245,TRAIN,MOUSE
GSM1970288,TRAIN,MOUSE
GSM1970512,TRAIN,MOUSE
GSM1970811,TRAIN,MOUSE
GSM1970835,TRAIN,MOUSE
GSM1971476,TRAIN,MOUSE
GSM1973662,TRAIN,MOUSE
GSM1974090,TRAIN,MOUSE
GSM1974173,TRAIN,MOUSE
GSM1976954,TRAIN,MOUSE
GSM1979149,TRAIN,MOUSE
GSM1982044,TRAIN,MOUSE
GSM2026327,TRAIN,MOUSE
GSM2026616,TRAIN,MOUSE
GSM2026713,TRAIN,MOUSE
GSM2027191,TRAIN,MOUSE
GSM2027192,TRAIN,MOUSE
GSM2027377,TRAIN,MOUSE
GSM2028067,TRAIN,MOUSE
GSM2037480,TRAIN,MOUSE
GSM2037731,TRAIN,MOUSE
GSM2037977,TRAIN,MOUSE
GSM2038609,TRAIN,MOUSE
GSM2038616,TRAIN,MOUSE
GSM2039094,TRAIN,MOUSE
GSM2039171,TRAIN,MOUSE
GSM2040439,TRAIN,MOUSE
GSM2044407,TRAIN,MOUSE
GSM2046522,TRAIN,MOUSE
GSM2046547,TRAIN,MOUSE
GSM2046556,TRAIN,MOUSE
GSM2048391,TRAIN,MOUSE
GSM2051234,TRAIN,MOUSE
GSM2051241,TRAIN,MOUSE
GSM2052310,TRAIN,MOUSE
GSM2055728,TRAIN,MOUSE
GSM2055999,TRAIN,MOUSE
GSM2057035,TRAIN,MOUSE
GSM2057040,TRAIN,MOUSE
GSM2057855,TRAIN,MOUSE
GSM2058410,TRAIN,MOUSE
GSM2060312,TRAIN,MOUSE
GSM2061022,TRAIN,MOUSE
GSM2064268,TRAIN,MOUSE
GSM2067982,TRAIN,MOUSE
GSM2068934,TRAIN,MOUSE
GSM2068953,TRAIN,MOUSE
GSM2068991,TRAIN,MOUSE
GSM2069075,TRAIN,MOUSE
GSM2069171,TRAIN,MOUSE
GSM2069206,TRAIN,MOUSE
GSM2069592,TRAIN,MOUSE
GSM2069598,TRAIN,MOUSE
GSM2069610,TRAIN,MOUSE
GSM2070083,TRAIN,MOUSE
GSM2070786,TRAIN,MOUSE
GSM2070818,TRAIN,MOUSE
GSM2070975,TRAIN,MOUSE
GSM2071433,TRAIN,MOUSE
GSM2071476,TRAIN,MOUSE
GSM2071491,TRAIN,MOUSE
GSM2071534,TRAIN,MOUSE
GSM2071563,TRAIN,MOUSE
GSM2072582,TRAIN,MOUSE
GSM2072584,TRAIN,MOUSE
GSM2074766,TRAIN,MOUSE
GSM2074767,TRAIN,MOUSE
GSM2075543,TRAIN,MOUSE
GSM2076259,TRAIN,MOUSE
GSM2076708,TRAIN,MOUSE
GSM2081112,TRAIN,MOUSE
GSM2082764,TRAIN,MOUSE
GSM2082769,TRAIN,MOUSE
GSM2084182,TRAIN,MOUSE
GSM2084186,TRAIN,MOUSE
GSM2084271,TRAIN,MOUSE
GSM2084761,TRAIN,MOUSE
GSM2089172,TRAIN,MOUSE
GSM2089237,TRAIN,MOUSE
GSM2089251,TRAIN,MOUSE
GSM2089296,TRAIN,MOUSE
GSM2089395,TRAIN,MOUSE
GSM2089418,TRAIN,MOUSE
GSM2089491,TRAIN,MOUSE
GSM2089525,TRAIN,MOUSE
GSM2089744,TRAIN,MOUSE
GSM2089746,TRAIN,MOUSE
GSM2090953,TRAIN,MOUSE
GSM2091170,TRAIN,MOUSE
GSM2091436,TRAIN,MOUSE
GSM2095548,TRAIN,MOUSE
GSM2096381,TRAIN,MOUSE
GSM2096389,TRAIN,MOUSE
GSM2096673,TRAIN,MOUSE
GSM2097848,TRAIN,MOUSE
GSM2097880,TRAIN,MOUSE
GSM2097938,TRAIN,MOUSE
GSM2097952,TRAIN,MOUSE
GSM2097966,TRAIN,MOUSE
GSM2097969,TRAIN,MOUSE
GSM2098051,TRAIN,MOUSE
GSM2098937,TRAIN,MOUSE
GSM2100586,TRAIN,MOUSE
GSM2101255,TRAIN,MOUSE
GSM2101704,TRAIN,MOUSE
GSM2102060,TRAIN,MOUSE
GSM2104009,TRAIN,MOUSE
GSM2104052,TRAIN,MOUSE
GSM2104071,TRAIN,MOUSE
GSM2112612,TRAIN,MOUSE
GSM2112853,TRAIN,MOUSE
GSM2114444,TRAIN,MOUSE
GSM2120792,TRAIN,MOUSE
GSM2124879,TRAIN,MOUSE
GSM2125248,TRAIN,MOUSE
GSM2127218,TRAIN,MOUSE
GSM2127324,TRAIN,MOUSE
GSM2127349,TRAIN,MOUSE
GSM2127555,TRAIN,MOUSE
GSM2133080,TRAIN,MOUSE
GSM2139679,TRAIN,MOUSE
GSM2141228,TRAIN,MOUSE
GSM2142692,TRAIN,MOUSE
GSM2143510,TRAIN,MOUSE
GSM2144390,TRAIN,MOUSE
GSM2144682,TRAIN,MOUSE
GSM2149136,TRAIN,MOUSE
GSM2150017,TRAIN,MOUSE
GSM2150022,TRAIN,MOUSE
GSM2151263,TRAIN,MOUSE
GSM2154633,TRAIN,MOUSE
GSM2154805,TRAIN,MOUSE
GSM2166142,TRAIN,MOUSE
GSM2171868,TRAIN,MOUSE
GSM2174509,TRAIN,MOUSE
GSM2175838,TRAIN,MOUSE
GSM2175852,TRAIN,MOUSE
GSM2176671,TRAIN,MOUSE
GSM2177017,TRAIN,MOUSE
GSM2179815,TRAIN,MOUSE
GSM2183087,TRAIN,MOUSE
GSM2183115,TRAIN,MOUSE
GSM2185110,TRAIN,MOUSE
GSM2186296,TRAIN,MOUSE
GSM2187213,TRAIN,MOUSE
GSM2188290,TRAIN,MOUSE
GSM2188362,TRAIN,MOUSE
GSM2188421,TRAIN,MOUSE
GSM2193319,TRAIN,MOUSE
GSM2196604,TRAIN,MOUSE
GSM2197564,TRAIN,MOUSE
GSM2197695,TRAIN,MOUSE
GSM2198587,TRAIN,MOUSE
GSM2199373,TRAIN,MOUSE
GSM2199391,TRAIN,MOUSE
GSM2200046,TRAIN,MOUSE
GSM2200063,TRAIN,MOUSE
GSM2201148,TRAIN,MOUSE
GSM2204004,TRAIN,MOUSE
GSM2209271,TRAIN,MOUSE
GSM2209292,TRAIN,MOUSE
GSM2209314,TRAIN,MOUSE
GSM2209423,TRAIN,MOUSE
GSM2209452,TRAIN,MOUSE
GSM2209453,TRAIN,MOUSE
GSM2209563,TRAIN,MOUSE
GSM2211347,TRAIN,MOUSE
GSM2211371,TRAIN,MOUSE
GSM2211396,TRAIN,MOUSE
GSM2214203,TRAIN,MOUSE
GSM2214231,TRAIN,MOUSE
GSM2221170,TRAIN,MOUSE
GSM2221180,TRAIN,MOUSE
GSM2221617,TRAIN,MOUSE
GSM2221838,TRAIN,MOUSE
GSM2224573,TRAIN,MOUSE
GSM2224821,TRAIN,MOUSE
GSM2227353,TRAIN,MOUSE
GSM2228531,TRAIN,MOUSE
GSM2229392,TRAIN,MOUSE
GSM2229976,TRAIN,MOUSE
GSM2230334,TRAIN,MOUSE
GSM2230365,TRAIN,MOUSE
GSM2230369,TRAIN,MOUSE
GSM2231963,TRAIN,MOUSE
GSM2232764,TRAIN,MOUSE
GSM2232770,TRAIN,MOUSE
GSM2232783,TRAIN,MOUSE
GSM2232786,TRAIN,MOUSE
GSM2232842,TRAIN,MOUSE
GSM2236392,TRAIN,MOUSE
GSM2236394,TRAIN,MOUSE
GSM2236599,TRAIN,MOUSE
GSM2236661,TRAIN,MOUSE
GSM2237784,TRAIN,MOUSE
GSM2237811,TRAIN,MOUSE
GSM2241620,TRAIN,MOUSE
GSM2241626,TRAIN,MOUSE
GSM2242738,TRAIN,MOUSE
GSM2242978,TRAIN,MOUSE
GSM2242979,TRAIN,MOUSE
GSM2242980,TRAIN,MOUSE
GSM2247812,TRAIN,MOUSE
GSM2249804,TRAIN,MOUSE
GSM2252023,TRAIN,MOUSE
GSM2252998,TRAIN,MOUSE
GSM2253608,TRAIN,MOUSE
GSM2254465,TRAIN,MOUSE
GSM2254782,TRAIN,MOUSE
GSM2255670,TRAIN,MOUSE
GSM2256340,TRAIN,MOUSE
GSM2256366,TRAIN,MOUSE
GSM2256690,TRAIN,MOUSE
GSM2256699,TRAIN,MOUSE
GSM2258628,TRAIN,MOUSE
GSM2262608,TRAIN,MOUSE
GSM2262620,TRAIN,MOUSE
GSM2265060,TRAIN,MOUSE
GSM2266426,TRAIN,MOUSE
GSM2266557,TRAIN,MOUSE
GSM2277967,TRAIN,MOUSE
GSM2280120,TRAIN,MOUSE
GSM2281131,TRAIN,MOUSE
GSM2282205,TRAIN,MOUSE
GSM2283272,TRAIN,MOUSE
GSM2284203,TRAIN,MOUSE
GSM2284204,TRAIN,MOUSE
GSM2284476,TRAIN,MOUSE
GSM2284506,TRAIN,MOUSE
GSM2284549,TRAIN,MOUSE
GSM2284555,TRAIN,MOUSE
GSM2284556,TRAIN,MOUSE
GSM2288046,TRAIN,MOUSE
GSM2293213,TRAIN,MOUSE
GSM2298149,TRAIN,MOUSE
GSM2298914,TRAIN,MOUSE
GSM2298917,TRAIN,MOUSE
GSM2301956,TRAIN,MOUSE
GSM2301964,TRAIN,MOUSE
GSM2304355,TRAIN,MOUSE
GSM2308738,TRAIN,MOUSE
GSM2308753,TRAIN,MOUSE
GSM2309108,TRAIN,MOUSE
GSM2310396,TRAIN,MOUSE
GSM2310788,TRAIN,MOUSE
GSM2319092,TRAIN,MOUSE
GSM2321998,TRAIN,MOUSE
GSM2322430,TRAIN,MOUSE
GSM2322558,TRAIN,MOUSE
GSM2322567,TRAIN,MOUSE
GSM2333559,TRAIN,MOUSE
GSM2334715,TRAIN,MOUSE
GSM2335006,TRAIN,MOUSE
GSM2335021,TRAIN,MOUSE
GSM2335048,TRAIN,MOUSE
GSM2335056,TRAIN,MOUSE
GSM2338734,TRAIN,MOUSE
GSM2339491,TRAIN,MOUSE
GSM2341702,TRAIN,MOUSE
GSM2342114,TRAIN,MOUSE
GSM2342157,TRAIN,MOUSE
GSM2345141,TRAIN,MOUSE
GSM2345453,TRAIN,MOUSE
GSM2348267,TRAIN,MOUSE
GSM2349267,TRAIN,MOUSE
GSM2349286,TRAIN,MOUSE
GSM2349851,TRAIN,MOUSE
GSM2354099,TRAIN,MOUSE
GSM2356472,TRAIN,MOUSE
GSM2356914,TRAIN,MOUSE
GSM2357453,TRAIN,MOUSE
GSM2357480,TRAIN,MOUSE
GSM2359946,TRAIN,MOUSE
GSM2360654,TRAIN,MOUSE
GSM2360796,TRAIN,MOUSE
GSM2360848,TRAIN,MOUSE
GSM2360883,TRAIN,MOUSE
GSM2360902,TRAIN,MOUSE
GSM2361191,TRAIN,MOUSE
GSM2362820,TRAIN,MOUSE
GSM2363345,TRAIN,MOUSE
GSM2363453,TRAIN,MOUSE
GSM2363485,TRAIN,MOUSE
GSM2365762,TRAIN,MOUSE
GSM2365766,TRAIN,MOUSE
GSM2367988,TRAIN,MOUSE
GSM2370666,TRAIN,MOUSE
GSM2371305,TRAIN,MOUSE
GSM2371485,TRAIN,MOUSE
GSM2371540,TRAIN,MOUSE
GSM2371658,TRAIN,MOUSE
GSM2373572,TRAIN,MOUSE
GSM2374936,TRAIN,MOUSE
GSM2374938,TRAIN,MOUSE
GSM2375939,TRAIN,MOUSE
GSM2385690,TRAIN,MOUSE
GSM2385797,TRAIN,MOUSE
GSM2386611,TRAIN,MOUSE
GSM2388118,TRAIN,MOUSE
GSM2392511,TRAIN,MOUSE
GSM2395154,TRAIN,MOUSE
GSM2396649,TRAIN,MOUSE
GSM2397614,TRAIN,MOUSE
GSM2401376,TRAIN,MOUSE
GSM2402674,TRAIN,MOUSE
GSM2405665,TRAIN,MOUSE
GSM2405985,TRAIN,MOUSE
GSM2406359,TRAIN,MOUSE
GSM2408690,TRAIN,MOUSE
GSM2409997,TRAIN,MOUSE
GSM2410061,TRAIN,MOUSE
GSM2410589,TRAIN,MOUSE
GSM2410625,TRAIN,MOUSE
GSM2410707,TRAIN,MOUSE
GSM2412765,TRAIN,MOUSE
GSM2413601,TRAIN,MOUSE
GSM2414671,TRAIN,MOUSE
GSM2414674,TRAIN,MOUSE
GSM2414680,TRAIN,MOUSE
GSM2417035,TRAIN,MOUSE
GSM2417050,TRAIN,MOUSE
GSM2417323,TRAIN,MOUSE
GSM2418345,TRAIN,MOUSE
GSM2418409,TRAIN,MOUSE
GSM2418419,TRAIN,MOUSE
GSM2418611,TRAIN,MOUSE
GSM2419768,TRAIN,MOUSE
GSM2420199,TRAIN,MOUSE
GSM2420461,TRAIN,MOUSE
GSM2422382,TRAIN,MOUSE
GSM2425508,TRAIN,MOUSE
GSM2425561,TRAIN,MOUSE
GSM2425569,TRAIN,MOUSE
GSM2427885,TRAIN,MOUSE
GSM2428120,TRAIN,MOUSE
GSM2429970,TRAIN,MOUSE
GSM2430626,TRAIN,MOUSE
GSM2432058,TRAIN,MOUSE
GSM2432097,TRAIN,MOUSE
GSM2434099,TRAIN,MOUSE
GSM2435659,TRAIN,MOUSE
GSM2437152,TRAIN,MOUSE
GSM2438228,TRAIN,MOUSE
GSM2439400,TRAIN,MOUSE
GSM2439457,TRAIN,MOUSE
GSM2442805,TRAIN,MOUSE
GSM2442829,TRAIN,MOUSE
GSM2443507,TRAIN,MOUSE
GSM2443906,TRAIN,MOUSE
GSM2443937,TRAIN,MOUSE
GSM2445283,TRAIN,MOUSE
